#;Release;Date exact;Release source;Card;Set code;Number;Edition;Variant;Variant name;Set / expansion;Rarity;Artist;Known finishes;Finish evidence;Langs;EN;FR;DE;IT;ES;PT;NL;PL;RU;JA;KO;ZH-T;ZH-S;ID;TH;Cardmarket URL;Row ID;Coverage version;Coverage denominator;Row count delta;Dropped language relationships;Legacy scalar dates overwritten;Unsourced presented as reviewed exact;Migration disposition;Terminal state;Date provenance disposition;Release event IDs;Supported date languages;Needs-evidence date languages;Legacy row SHA-256;Reconciliation warning
46;2013-11-08;yes;https://bulbapedia.bulbagarden.net/wiki/Kalos_Starter_Set_%28TCG%29;Snorlax;HXY;026;—;base;;XY Beginning Set;Fixed;Naoki Saito;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Beginning-Set/Snorlax;hxy-026-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:46ea8761ec298926;Japanese;Korean;sha256:07457458e304f53053bf3f848a25917feb2d4feae5c23ad72204dc2328f71355;The scalar is not copied onto languages outside the source event scope.
47;2013-11-08;yes;;Snorlax;KSS;26;—;base;;XY Kalos Starter Set;Common;Naoki Saito;non-holo, reverse-holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;;;X;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Kalos-Starter-Set/Snorlax-KSS26;kss-26-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Russian;sha256:f5d2338afd6f8c94e12ff3bdff0230099ce1fee16ef1c9a68454cd518400730b;Legacy scalar has no row-level source and is not a reviewed release event.
48;2014-03-15;yes;https://bulbapedia.bulbagarden.net/wiki/Flashfire_%28TCG%29;Snorlax;XY2;066;1st Edition;base;;Wild Blaze;Uncommon;Mitsuhiro Arita;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Wild-Blaze/Snorlax-XY2066;xy2-066-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:5ecbe28c2942a9cf;Japanese;;sha256:4eae5cc1b1d10f6ce516e0886955edad42781ad82ee9e777a3c5f40610691097;
49;2014-03-15;yes;https://bulbapedia.bulbagarden.net/wiki/Flashfire_%28TCG%29;Snorlax;XY2;066;Unlimited;base;;Wild Blaze;Uncommon;Mitsuhiro Arita;non-holo;marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Wild-Blaze/Snorlax-XY2066;xy2-066-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:5ecbe28c2942a9cf;Japanese;Korean;sha256:df8b7e4bb91a16c428a991595f7619b988da9fe0d78cd26f5068c53aa71481e8;The scalar is not copied onto languages outside the source event scope.
50;2014-05-07;yes;;Snorlax;FLF;80;—;V1;;Flashfire;Rare;Mitsuhiro Arita;non-holo, reverse-holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;;;X;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Flashfire/Snorlax-V1-FLF80;flf-80-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Russian;sha256:53cee986b198cf28d3026a4f590543cc92bf2be2ddc764dd550a0ded5c3d79a4;Legacy scalar has no row-level source and is not a reviewed release event.
51;2014-05-07;yes;;Snorlax;FLF;80;—;V2;;Flashfire;Promo;Mitsuhiro Arita;;pending;7;X;X;X;X;X;X;;;X;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Flashfire/Snorlax-V2-FLF1;flf-80-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Russian;sha256:4333b13be3dc2c673834fee3c3ef0bc7173d781e462198e9b6f57e2d82abd020;Legacy scalar has no row-level source and is not a reviewed release event.
52;2015-07;yes;;Snorlax;XY-P;149;—;V1;;XY Promos;Promo;;reverse-holo;marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Promos/Snorlax-V1-XY-P149;xyp-149-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:8680c7f5120d8cbe3afc0a916a11a6ea65e5e85411ae2a0582b5f198c80d80b7;Legacy scalar has no row-level source and is not a reviewed release event.
53;2015-11-04;yes;;Snorlax;BKT;118;—;base;;BREAKthrough;Uncommon;Kouki Saitou;non-holo, reverse-holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;;;X;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/BREAKthrough/Snorlax-BKT118;bkt-118-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Russian;sha256:069da292a3d1036e9186241d13b8e0c4c5a552ac7b80f96b9e8b08ccaca73419;Legacy scalar has no row-level source and is not a reviewed release event.
54;2016-02-22;yes;;Snorlax;GEN;58;—;base;;Generations;Rare;Mitsuhiro Arita;non-holo, reverse-holo;confirmed, marketplace-claimed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Generations/Snorlax-GEN58;gen-58-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:b6e93b74e54c2f354c0db9b2af24e15e71dfdb259af5af472417edf2e3752418;Legacy scalar has no row-level source and is not a reviewed release event.
55;2016-02-27;yes;https://bulbapedia.bulbagarden.net/wiki/Generations_%28TCG%29;Snorlax;20th;047;Unlimited;base;;BREAK Starter Pack;Fixed;Mitsuhiro Arita;reverse-holo;marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/BREAK-Starter-Pack/Snorlax-20th047;20th-047-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:b8e0866ffcc94eab;Japanese;Korean;sha256:ffab817cc71df7e1a4b2a46410a953a51ed403c02cd4546ee3d0023c2c13ba12;The scalar is not copied onto languages outside the source event scope.
56;2016-03-18;yes;https://bulbapedia.bulbagarden.net/wiki/Fates_Collide_%28TCG%29;Snorlax;XY10;057;1st Edition;base;;Awakening Psychic King;Common;Tomokazu Komiya;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Awakening-Psychic-King/Snorlax;xy10-057-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:27a8d77268bda0e6;Japanese;;sha256:6c23100ed0dba073423ea90affdfec5f1f81c58f2dfd594d0dd4d19a51e5daa3;
57;2016-03-18;yes;https://bulbapedia.bulbagarden.net/wiki/Fates_Collide_%28TCG%29;Snorlax;XY10;057;Unlimited;base;;Awakening Psychic King;Common;Tomokazu Komiya;non-holo;marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Awakening-Psychic-King/Snorlax;xy10-057-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:27a8d77268bda0e6;Japanese;Korean;sha256:a783b9b32e114251df003d465a3baf8a13f5b63cb45fca7e20a4fcc32e5168e0;The scalar is not copied onto languages outside the source event scope.
58;2016-05-02;yes;;Snorlax;FCO;77;—;base;;Fates Collide;Rare;Tomokazu Komiya;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Fates-Collide/Snorlax-FCO77;fco-77-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:027d3536613bd17966373360b3cd2caae176c646f3a4db7779e66effa5ea4867;Legacy scalar has no row-level source and is not a reviewed release event.
59;2016-09-01;yes;;Snorlax;XY-P;261;—;V2;;XY Promos;Promo;;reverse-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Promos/Snorlax-V2-XY-P261;xyp-261-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:796a56c1f5ecdcfdc9eb8bb40e7064864828912b34c8cdab7e5be78b082806e7;Legacy scalar has no row-level source and is not a reviewed release event.
60;~2016;approx;;Snorlax GX;SM-P;1;—;base;;Sun & Moon Promos;Promo;5ban Graphics;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sun-Moon-Promos/Snorlax-GX-SM-P1;smp-1-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:73ed15f74bc013d0c2c18ac84ce0333d8335d9c18360fd05da67cd223356b01e;Legacy scalar has no row-level source and is not a reviewed release event.
61;2016-12-14;yes;;Snorlax GX;SM;05;—;V2;;SM Black Star Promos;Oversized;5ban Graphics;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Snorlax-GX-V2-SM05;sm-05-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:cbca0f63a0528b374cfecd515b9f6760056da38f2aedd4c778ad9de97df93060;Legacy scalar has no row-level source and is not a reviewed release event.
62;2016-12-14;yes;;Snorlax GX;SM;05;—;base;;SM Black Star Promos;Promo;5ban Graphics;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Snorlax-GX-SM05;sm-05-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:0111e1fae693f25d59498e5c7ac4c27f32ed5eabd21a2120642aa114b9952990;Legacy scalar has no row-level source and is not a reviewed release event.
63;2016-12-14;yes;;Snorlax;XYPR;179;—;base;;XY Black Star Promos;Promo;Ken Sugimori;non-holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Snorlax-XYPR179;xypr-179-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:b4d78119e01f2e038ad866ae751763df6addc99c4b1a1a8c24033c7d836a0ebe;Legacy scalar has no row-level source and is not a reviewed release event.
64;2018-12;yes;;Eevee & Snorlax GX;SM-P;297;—;base;;Sun & Moon Promos;Promo;Tomokazu Komiya;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sun-Moon-Promos/Eevee-Snorlax-GX-SM-P297;smp-297-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:7271f4b324d4355e578ec7b4d6046ff7c865594d44bdc132ef52c141b1d0b023;Legacy scalar has no row-level source and is not a reviewed release event.
65;2018-12-07;yes;;Eevee & Snorlax GX;sm9;066;—;V1;;Tag Bolt;Double Rare;Mitsuhiro Arita;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Tag-Bolt/Eevee-Snorlax-GX-V1-sm9066;sm9-066-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:40cc3c742317ef19cc891373f7dc2e845b69043d92aaa427d0fa8a108600a840;Legacy scalar has no row-level source and is not a reviewed release event.
66;2018-12-07;yes;;Eevee & Snorlax GX;sm9;106;—;V2;;Tag Bolt;Ultra Rare;5ban Graphics;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Tag-Bolt/Eevee-Snorlax-GX-V2-sm9106;sm9-106-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:addf79a5d9950ff136569f8e6ae474cae9b9bf8f618412a86102c956b5395e36;Legacy scalar has no row-level source and is not a reviewed release event.
67;2018-12-07;yes;;Eevee & Snorlax GX;sm9;115;—;V3;;Tag Bolt;Rainbow Rare;;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Tag-Bolt/Eevee-Snorlax-GX-V3-sm9115;sm9-115-v3-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:03a78061328fc168d95bfbdac2704fd1264565103362c91f30b464fc523ea3b8;Legacy scalar has no row-level source and is not a reviewed release event.
68;~2019;approx;;Eevee & Snorlax GX;SM;169;—;base;;SM Black Star Promos;Promo;Tomokazu Komiya;non-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SM-Black-Star-Promos/Eevee-Snorlax-GX-SM169;sm-169-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:ac4b2485f1e6c3b85f8768f22f0cebbbd8ad782027fa3c72049f3e2fa797b671;Legacy scalar has no row-level source and is not a reviewed release event.
69;2019-02-01;yes;;Eevee & Snorlax GX;TEU;120;—;V1;;Team Up;Ultra Rare;Mitsuhiro Arita;non-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Eevee-Snorlax-GX-V1-TEU120;teu-120-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:6df649db5f83cc2f59c5d4ed1234bf58f1a8e13a2a53b894c9fd5b7b6d0b7576;Legacy scalar has no row-level source and is not a reviewed release event.
70;2019-02-01;yes;;Eevee & Snorlax GX;TEU;171;—;V2;;Team Up;Ultra Rare;5ban Graphics;non-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Eevee-Snorlax-GX-V2-TEU171;teu-171-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:a3a72326adfcb61d5636b559650dadd73c91fd10f30ec79a5e9b049a1701af74;Legacy scalar has no row-level source and is not a reviewed release event.
71;2019-02-01;yes;;Eevee & Snorlax GX;TEU;191;—;V3;;Team Up;Rainbow Rare;5ban Graphics;non-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Eevee-Snorlax-GX-V3-TEU191;teu-191-v3-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:01dc60425046204ae1810d2c9a942346954d53c05d06e52ead8e3de5a318fb03;Legacy scalar has no row-level source and is not a reviewed release event.
72;2019-03-01;yes;;Snorlax;sm10;076;—;base;;Double Blaze;Rare;;non-holo, holo, reverse-holo;confirmed, marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Double-Blaze/Snorlax-sm10076;sm10-076-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:7d7f9a7226d999ce069745bf33a8e12618ee2e4c46e8cc2d197c17d0cb60c96c;Legacy scalar has no row-level source and is not a reviewed release event.
73;2019-03-15;yes;https://bulbapedia.bulbagarden.net/wiki/Sun_%26_Moon_Family_Pok%C3%A9mon_Card_Game_%28TCG%29;Snorlax;smL;038;—;base;;Sun & Moon Family Pokémon Card Game;Fixed;Akira Komayama;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sun-Moon-Family-Pokemon-Card-Game/Snorlax;sml-038-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:d6e3dc98b62bbfd6;Japanese;Korean;sha256:ab7dffe2c669024832c06ed5798bca79e0308dbfc3cf576b89699717affdeac1;The scalar is not copied onto languages outside the source event scope.
74;2019-05-03;yes;;Snorlax;UNB;158;—;base;;Unbroken Bonds;Holo Rare;kanahei;non-holo, holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Unbroken-Bonds/Snorlax-UNB158;unb-158-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:715307a0a7352eb6be5cbffdddfa6b31fd704ed016a934d0e7fa45169ad8215d;Legacy scalar has no row-level source and is not a reviewed release event.
75;2019-08-23;yes;;Snorlax;HIF;50;—;V1;;Hidden Fates;Rare;Akira Komayama;non-holo, reverse-holo;confirmed, marketplace-claimed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Hidden-Fates/Snorlax-V1-HIF50;hif-50-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:d4a8dee0347053fe047fcbae8942e626f1e7a1c926b974aaab7ca73a5c9657cf;Legacy scalar has no row-level source and is not a reviewed release event.
76;2019-11-29;yes;;Snorlax;sA;10;—;base;;Sword & Shield Starter Decks;Fixed;chibi;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield-Starter-Decks/Snorlax-sA10;sa-10-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:e5580a511ee474ebdd5898b7b3e44055d19bd2621145e72f8a00ba7649e2c82a;Legacy scalar has no row-level source and is not a reviewed release event.
77;2019-12-06;yes;;Snorlax V;s1H;45;—;V1;;Shield;Double Rare;Masakazu Fukuda;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shield/Snorlax-V-V1-s1H45;s1h-45-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:7df7bc959048be4cd23c067ff1dc4ef1682995246817ec1fd9641cdd5580bd93;Legacy scalar has no row-level source and is not a reviewed release event.
78;2019-12-06;yes;;Snorlax VMAX;s1H;46;—;V1;;Shield;Triple Rare;aky CG Works;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shield/Snorlax-VMAX-V1-s1H46;s1h-46-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:5bd21eb3f639bdd2bf73ae0cf84f2fa08444f8b1959d2a54f87d3f0d0b459cbb;Legacy scalar has no row-level source and is not a reviewed release event.
79;2019-12-06;yes;;Snorlax V;s1H;66;—;V2;;Shield;Ultra Rare;aky CG Works;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shield/Snorlax-V-V2-s1H66;s1h-66-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:e58bc6386e4b1eb387cf92e980c3c499b15299da5c45a0e02209978280d41904;Legacy scalar has no row-level source and is not a reviewed release event.
80;2019-12-06;yes;;Snorlax VMAX;s1H;70;—;V2;;Shield;Rainbow Rare;;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shield/Snorlax-VMAX-V2-s1H70;s1h-70-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:b2ce729fb06c474ceea62ae69aaca2a889ec71965f1767a25b658da1d19bdb79;Legacy scalar has no row-level source and is not a reviewed release event.
81;2020-02-07;yes;;Snorlax;SSH;140;—;base;;Sword & Shield;Rare;chibi;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Snorlax-SSH140;ssh-140-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:a9c0976e26516bc3edea1a8ac344269e42c2869898d565f5cd26de79ac845f47;Legacy scalar has no row-level source and is not a reviewed release event.
82;2020-02-07;yes;;Snorlax V;SSH;141;—;V1;;Sword & Shield;Ultra Rare;Masakazu Fukuda;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Snorlax-V-V1-SSH141;ssh-141-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:3d467698b7ef44da975ab7ee6a7c3787f3966e2cdb70ff97e95acd9701011b2c;Legacy scalar has no row-level source and is not a reviewed release event.
83;2020-02-07;yes;;Snorlax VMAX;SSH;142;—;V1;;Sword & Shield;Ultra Rare;aky CG Works;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Snorlax-VMAX-V1-SSH142;ssh-142-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:8c966bfe541202f12c660a913dde2272fe574310362c8e928e0ee9c97f56af60;Legacy scalar has no row-level source and is not a reviewed release event.
84;2020-02-07;yes;;Snorlax VMAX;SSH;142;—;V3;;Sword & Shield;Oversized;aky CG Works;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Snorlax-VMAX-V3-SSH142;ssh-142-v3-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:b7418ed5991d5fc5e5d94abfb04f15b9b810e7b7a8166ac315a80e74c979d4b3;Legacy scalar has no row-level source and is not a reviewed release event.
85;2020-02-07;yes;;Snorlax V;SSH;197;—;V2;;Sword & Shield;Ultra Rare;aky CG Works;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Snorlax-V-V2-SSH197;ssh-197-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:825a98c349b4441b7c2f9a674627882c8cf90e56d59b5afc7a0550540d443ac6;Legacy scalar has no row-level source and is not a reviewed release event.
86;2020-02-07;yes;;Snorlax VMAX;SSH;206;—;V2;;Sword & Shield;Rainbow Rare;aky CG Works;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield/Snorlax-VMAX-V2-SSH206;ssh-206-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:fbc5ef4a8e48aba23c7de99fbae5ace4aeb7e4d64dcab6ac0f5356ee0e06c24a;Legacy scalar has no row-level source and is not a reviewed release event.
87;2020-03-06;yes;;Snorlax;s2;77;—;base;;Rebellion Crash;Uncommon;Eri Yamaki;non-holo, reverse-holo;marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rebellion-Crash/Snorlax-s277;s2-77-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:1e76ed781ed8e706acd9a34720b3a6ac2c89078d162642b44e58bb6d17970f7a;Legacy scalar has no row-level source and is not a reviewed release event.
88;2020-05-01;yes;;Snorlax;RCL;141;—;base;;Rebel Clash;Rare;Eri Yamaki;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rebel-Clash/Snorlax-RCL141;rcl-141-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:69567cb4fa792a0ec7ac8b9d7f56ac64a0baa4041ecc6e9e6130f9494c13c4d5;Legacy scalar has no row-level source and is not a reviewed release event.
89;~2020;approx;;Snorlax;SWSH;032;—;base;;SWSH Black Star Promos;Promo;Tika Matsuno;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Snorlax-SWSH32;swsh-032-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:713da8dfeb16f4fa94c6513cf8981bfa068be2373bf681f65e525c1977bde91e;Legacy scalar has no row-level source and is not a reviewed release event.
90;2020-06-21;yes;https://bulbapedia.bulbagarden.net/wiki/Battle_Academy_2020_%28TCG%29;Snorlax;BA20;MWT;—;base;;Battle Academy 2020;Fixed;Akira Komayama;non-holo;confirmed, pending;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Battle-Academy-2020/Snorlax-HIF50;ba20-mwt-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:21f014a28eb28648;English;French, German, Italian;sha256:7cd7dc85622cb2ae5457aa0c6f63c6e4843abf56cb37e195d77a512c5ad19af2;The scalar is not copied onto languages outside the source event scope.
