#;Release;Date exact;Release source;Card;Set code;Number;Edition;Variant;Variant name;Set / expansion;Rarity;Artist;Known finishes;Finish evidence;Langs;EN;FR;DE;IT;ES;PT;NL;PL;RU;JA;KO;ZH-T;ZH-S;ID;TH;Cardmarket URL;Row ID;Coverage version;Coverage denominator;Row count delta;Dropped language relationships;Legacy scalar dates overwritten;Unsourced presented as reviewed exact;Migration disposition;Terminal state;Date provenance disposition;Release event IDs;Supported date languages;Needs-evidence date languages;Legacy row SHA-256;Reconciliation warning
192;2025-12-19;yes;https://bulbapedia.bulbagarden.net/wiki/Start_Deck_100_Battle_Collection_%28TCG%29;Snorlax;mC;568;—;base;;MEGA Start Deck 100 Battle Collection;Fixed;;non-holo, reverse-holo;confirmed, marketplace-claimed;3;;;;;;;;;;X;X;X;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/MEGA-Start-Deck-100-Battle-Collection/Snorlax-mC568;mc-568-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:d0be774fef24afd3;Japanese;Korean, T-Chinese;sha256:7c2243414a50e35644cea987be48d76c80c3dfe0a4cadd82777e7692b6928936;The scalar is not copied onto languages outside the source event scope.
193;2025-12-19;yes;https://bulbapedia.bulbagarden.net/wiki/Start_Deck_100_Battle_Collection_%28TCG%29;Hop's Snorlax;mC;569;—;base;;MEGA Start Deck 100 Battle Collection;Fixed;;non-holo;confirmed, pending;3;;;;;;;;;;X;X;X;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/MEGA-Start-Deck-100-Battle-Collection/Hops-Snorlax-mC569;mc-569-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:d0be774fef24afd3;Japanese;Korean, T-Chinese;sha256:33be3942f96128928a45cb25ddcbdce80238791733cca465ebcee343a4638f2b;The scalar is not copied onto languages outside the source event scope.
194;2025-12-19;yes;;Snorlax;mP1;012;—;base;;MEGA Start Deck 100 Battle Collection Corociao Version;Fixed;Ounishi;non-holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/MEGA-Start-Deck-100-Battle-Collection-Corociao-Version/Snorlax-mP1012;mp1-012-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:4cd85328fe486e4cff9ab571bf6e6cd0de03231285c97376da8bf1d1afba4c60;Legacy scalar has no row-level source and is not a reviewed release event.
195;2026-01-01;yes;;Hop's Snorlax;PPS8 JTG;JTG 117;—;V1;Prize Pack Series Eight, Non-Holo (physically identical to the PPS7 Non-Holo print, catalogued separately);Play! Pokémon Prize Pack Series Eight;Prize Pack Series;GOSSAN;non-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Play-Pokemon-Prize-Pack-Series-Eight/Hops-Snorlax-V1-PPS8JTG-117;pps8jtg-jtg117-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:68c85dae8c3c51464db9460591ed94df15ca28d2b3549bd24a70f9ed24aa0cac;Legacy scalar has no row-level source and is not a reviewed release event.
196;2026-01-01;yes;;Hop's Snorlax;PPS8 JTG;JTG 117;—;V2;Prize Pack Series Eight, Holo (Cosmos);Play! Pokémon Prize Pack Series Eight;Prize Pack Series;GOSSAN;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Play-Pokemon-Prize-Pack-Series-Eight/Hops-Snorlax-V2-PPS8JTG-117;pps8jtg-jtg117-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:7ded422af3bb8992ba503982dad5fae8430fbc2471ebb9c678e18040800f2ecf;Legacy scalar has no row-level source and is not a reviewed release event.
197;2026-01;yes;;Snorlax;SV-P/ID;286;—;base;;Scarlet & Violet Indonesian Promos;Promo;;;pending;1;;;;;;;;;;;;;;X;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet-Indonesian-Promos/Snorlax-SV-PID286;svpid-286-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Indonesian;sha256:04ce8e9520a5252bcf9eabb12e3be037e17c6193a0cc8b9d069cbb7a5530770d;Legacy scalar has no row-level source and is not a reviewed release event.
198;2026-01-16;yes;https://bulbapedia.bulbagarden.net/wiki/Blade_Awakening_%28ATCG%29;Snorlax;CSV7C;158;—;base;;Blade Awakening;Uncommon;;non-holo, reverse-holo;marketplace-claimed;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Blade-Awakening/Snorlax-CSV7C158;csv7c-158-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:356fd63c0a03dcd0;S-Chinese;;sha256:9b8b1d92867f307014ffbbf029fc0065b13e4c288d4a44c67c460cb72c1ee9a5;
199;2026-01-23;yes;https://bulbapedia.bulbagarden.net/wiki/Nihil_Zero_%28TCG%29;Snorlax;m3;062;—;base;;Nihil Zero;Common;;non-holo;confirmed, marketplace-claimed;3;;;;;;;;;;X;X;X;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Nihil-Zero/Snorlax-m3062;m3-062-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:c33029980e39dba6;Japanese;Korean, T-Chinese;sha256:963c485eeb34c8cfe26833a89afed28bf0f47d692470f6a6e2ee8cf130088176;The scalar is not copied onto languages outside the source event scope.
200;2026-03-27;yes;;Snorlax;POR;063;—;base;;Perfect Order;Common;Toshinao Aoki;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Snorlax-POR063;por-063-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:e63fc50d04dd446206718f268c32315c4c6fcfd6cee3160770c6d8889ebd9f77;Legacy scalar has no row-level source and is not a reviewed release event.
201;2026-04-10;yes;https://bulbapedia.bulbagarden.net/wiki/Decidueye_%26_Melmetal_%26_Koraidon_%26_Miraidon_Happy_Set_%28ATCG%29;Snorlax;CSVH4C;a003;—;base;;Happy Set Decidueye & Melmetal & Koraidon & Miraidon;Fixed;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Happy-Set-Decidueye-Melmetal-Koraidon-Miraidon/Snorlax-CSVH4Ca003;csvh4c-a003-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:8e9f22ec648d8500;S-Chinese;;sha256:72d2c679bbc7deb7b0151b8be911cb0dbd757cf8427da430695969a6225c2b88;
202;2026-04-10;yes;https://bulbapedia.bulbagarden.net/wiki/Decidueye_%26_Melmetal_%26_Koraidon_%26_Miraidon_Happy_Set_%28ATCG%29;Snorlax ex;CSVH4C;p006;—;base;;Happy Set Decidueye & Melmetal & Koraidon & Miraidon;Fixed;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Happy-Set-Decidueye-Melmetal-Koraidon-Miraidon/Snorlax-ex-CSVH4Cp006;csvh4c-p006-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:8e9f22ec648d8500;S-Chinese;;sha256:643d3b63c884b0c0021beac59d9d2600d7f49c1f43d738fddb6a60752a3440d4;
203;2026-07-16;yes;https://bulbapedia.bulbagarden.net/wiki/Together_in_Pursuit_of_Glory_%28ATCG%29;Hop's Snorlax;CSV10C;175;—;base;;Chasing Glory Together;Rare;;non-holo, reverse-holo;marketplace-claimed;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Chasing-Glory-Together/Hops-Snorlax-CSV10C175;csv10c-175-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:abbc800a1c207cf4;S-Chinese;;sha256:9dd8ce2cdf03e7211743894083e8d9506104c6204e56015135d33bd10f10f0c0;
